"birth","death"
0.0286114941937677,0.0286695186565802
0.0274999672727078,0.0312333987903974
0.0273565293851395,0.0709189347071711
0.0166699880023952,0.0183288652131004
0.0166681312689815,0.0188563676247574
0.0164455860339484,0.0194275937779232
0.0154116352149926,0.0176252375870511
0.0152484556595086,0.0189431280415881
0.0148227696467293,0.0190020341016429
0.0147209408666702,0.0212273455712202
0.0145138588941742,0.0172397940822969
0.0142922776351427,0.0218834777857634
0.0141349814290646,0.0143661337874878
0.0141213597079035,0.0160164072126055
0.0137526724675606,0.0154960962826126
0.0137076657385566,0.0138621246567761
0.0135998897054351,0.014038251315602
0.0135855290658848,0.0151226485775475
0.0134716368715906,0.0175459767468215
0.0133059573124221,0.0156506261855556
0.0131286899574939,0.0177460784400385
0.0131220158512326,0.0153385266567555
0.0131197637173845,0.0203775268371802
0.013115243040066,0.0136926586169378
0.0128854724399224,0.0147266085708828
0.0128748786402047,0.0131778033070766
0.0128181628948925,0.165985942778297
0.0127520508154571,0.0165779039688376
0.0127479566990165,0.0184400108459838
0.0126617573819751,0.0162071126361237
0.0126586097182906,0.0131775756495647
0.0125941137044256,0.0127681204568252
0.0125111190546649,0.0175863725651426
0.012401975649065,0.0148844684150963
0.0122431246011792,0.0179932348397946
0.0122062483998975,0.0189662542427333
0.0122039215008947,0.014324765268583
0.0121419644209658,0.0121873458964616
0.0121011776286442,0.0172096629833358
0.0115329831353384,0.0192758216426694
0.0114420015731514,0.0148886601143286
0.0112806028207716,0.015704432495318
0.0111887175315136,0.016430048691346
0.0111131723643611,0.0144312230943881
0.0109226965535073,0.0116859060410393
0.0108999908256842,0.0155298744360668
0.0108610542766345,0.0151582881619265
0.0107353854145997,0.0156785012038779
0.0106695079549153,0.014555565945713
0.0105319181538787,0.0137208235904409
0.0102518339822687,0.0104003317254788
0.0100738274751953,0.0150354414634224
0.0099707221403467,0.0103357292921206
0.00990933398367419,0.0114518120836835
0.00988362787644294,0.0135881198110703
0.00966483315944978,0.0101895289390629
0.00955569463723072,0.0096251597389342
0.00949297108391256,0.011587648596674
0.00912870198878241,0.00976166481702788
0.00875598652351635,0.0097740523837352
0.00873139164165714,0.00984415562656341
0.00832728647279533,0.0105347520141672
0.00831760181783188,0.00882632426324799
0.00831178079595462,0.00918390984276305
0.00827551811066836,0.0125845937558588
0.00789452975166983,0.00829005428209009
0.00787372846877513,0.00884870612010592
0.00785513844562908,0.00827785600261324
0.00784317537735833,0.00827780164053234
0.00781407064211733,0.00888802565252824
0.00774041342565111,0.00978632208748517
0.00766627027960794,0.00929957525911802
0.00762428357290047,0.00827391080445033
0.00752476577708569,0.0124404260377207
0.0074607305272339,0.00748615388567452
0.00738708332158233,0.00977663029882996
0.00737621176485599,0.00769041611357929
0.00737374396083834,0.00749870655513336
0.00736613874428114,0.0075096870773688
0.00735331217887555,0.00770146090037468
0.00733976838871638,0.00776835246368238
0.00726114316068758,0.00880025567810389
0.00707935731546304,0.00723671196055226
0.00694707132538598,0.00792455046043622
0.00693266182645598,0.00952326099610842
0.00690499094858203,0.00916910028301577
0.00685359029998146,0.0101802406651316
0.00684762732630799,0.0101938461828694
0.00678805568627718,0.0112253017776806
0.00678569819546966,0.00681251788988476
0.00676131643986583,0.00806848808637653
0.00667582204675948,0.010954195543261
0.00648753420029522,0.00696259290781817
0.00647012364642286,0.00693565425897226
0.00643043544404264,0.00656598812061065
0.00641354815995016,0.00666144879136663
0.00638162988585205,0.00698487652002525
0.00626079867109623,0.00755214539054963
0.00619923382362693,0.00658520311000352
0.0061814642278347,0.00799542994466214
0.00613293567551462,0.00854785353173531
0.00609886054931576,0.00631563931839051
0.00605112386255644,0.00696115651310902
0.00597599364122821,0.00653428649509646
0.00593630356366654,0.00756534863704246
0.0055805734472364,0.009391107495924
0.005534265985657,0.00562965363055313
0.00540712492920222,0.0057900345422113
0.00520985604407646,0.00643244898930415
0.00519316858959922,0.00541602252580249
0.00512328019924737,0.00657540873254281
0.00511786088126671,0.00683670242148947
0.0051053795157657,0.00636963107251904
0.00499057110960258,0.00743712309969386
0.00496371836429101,0.00575600555941358
0.00495913298873906,0.00499299509312797
0.00493389298627362,0.00502634061718861
0.00492050810384456,0.00502737506060565
0.0048875351661139,0.0049743743325166
0.00470567742200845,0.00492967544570634
0.0046924300740661,0.005221877057151
0.00465241872578125,0.00535058875265143
0.00463,0.00482552587807795
0.00462943841086585,0.00676719291878102
0.0045568519835518,0.00555980215475335
0.00440246521848839,0.00458629480081689
0.00440023862989271,0.00494540190480004
0.00437671109396087,0.0050161539051349
0.00431353683188169,0.00467911316383778
0.00427151027155502,0.00545286163404134
0.00422214400512346,0.00537008379822885
0.00417712820009155,0.00694381019325845
0.00407590480752435,0.00516784287686846
0.00405435568247287,0.00432140023603461
0.00400289894951147,0.00485108235345475
0.00391371945852025,0.0048772635770481
0.00382827637455814,0.00386927641814332
0.0037884561499376,0.00556704589526618
0.00370827453136901,0.00384416440855485
0.00368415526274341,0.00428553380572362
0.00368066570065794,0.00377404292503411
0.00364160678821863,0.00376065153929474
0.0034535778549209,0.0043363117969076
0.00339676316513238,0.00355983145668444
0.00338564617170785,0.00350463978177501
0.00331868950039018,0.00340975072402661
0.00326585364032132,0.0043405644794197
0.00323167139418599,0.00358019552538684
0.00311269979278439,0.00375410442049765
0.0031058171227553,0.00398106769598308
0.00307353216999595,0.00309497980607306
0.00304198948058667,0.00306066986132121
0.00298573274088623,0.00361112170938616
0.00296609170458366,0.00324006172780705
0.00290146514712826,0.00406340989810283
0.00289171229550936,0.00297994966400441
0.00283985915143692,0.00327844475323285
0.00269874044694928,0.00319269478654005
0.0026793469353557,0.00268464150306889
0.00267316292058677,0.00313695712434837
0.00249483466386051,0.00296006756679641
0.00238717406152128,0.00294531831895977
0.00236414889548015,0.002587856255668
0.00234610315203744,0.00258118189982806
0.00226823720099993,0.00239033470459683
0.00224118272347437,0.00239008368054342
0.00216760236205813,0.00223651514638287
0.00214536710145373,0.00278842249309534
0.0021444113411377,0.00286244650605038
0.00211747491130356,0.00257619875009674
0.0019331063085097,0.00234580476595986
0.00182389692691226,0.00216316897167096
0.00179902751507585,0.00267441582406327
0.00147135991518051,0.00162754416222725
0.00123069086288962,0.00147979728341418
0.00121037184369102,0.00126905476635171
