"","r1_vs_r1_constant","r1_vs_r2_constant","r1_vs_r3_constant","r2_vs_r2_constant","r2_vs_r3_constant","r3_vs_r3_constant","r1_vs_r1_linear","r1_vs_r2_linear","r1_vs_r3_linear","r2_vs_r2_linear","r2_vs_r3_linear","r3_vs_r3_linear","r1_vs_r1_arctan","r1_vs_r2_arctan","r1_vs_r3_arctan","r2_vs_r2_arctan","r2_vs_r3_arctan","r3_vs_r3_arctan"
"1",0.999864095351512,0.167119828023082,0.0261597317433143,0.57024543569341,0.000175105849530783,0.504767025177704,0.844891754512681,1.60632864464282e-10,3.1084411776719e-25,0.996852853493197,1.53798596097266e-16,0.380434471109836,0.99956400776358,0.000107263362227905,0.00186999873758045,0.999892091924062,4.94712479972261e-07,0.398919607503247
