"birth","death"
0.0339953011458937,0.0347624466917966
0.0339309666823685,0.0350210508123329
0.0333482383342809,0.0340379508783945
0.033273672775935,0.0333445437815544
0.0325825797014294,0.0333771014319698
0.0320406866343404,0.0329862092396201
0.0319595197085313,0.0319764929283998
0.0311530624497817,0.0311992580039975
0.0311395648652964,0.0314451347588144
0.0310704634661281,0.0315721475354465
0.0310305816896815,0.0311698203395528
0.0309782972417788,0.0316908646142702
0.0307734950891185,0.0313305170720178
0.0306325056108703,0.0322670807480317
0.0305836067199407,0.0307260622273665
0.0304861542343405,0.0310120895780984
0.0303655215664082,0.0304071126547721
0.0301445218903867,0.0303473112482803
0.0301209710998832,0.0302865679798818
0.0299635194862019,0.0299788792318859
0.0286367683232588,0.0293490050938699
0.0284561733196858,0.02861455049446
0.0284192892240464,0.0292106624368569
0.028405444900582,0.0287611074195692
0.0274794068349373,0.0275839754205227
0.0274450013663691,0.02788667423699
0.027400541965443,0.0315709565898786
0.0190204363777491,0.0190957298891663
0.0172830928945024,0.0172904887148976
0.00438553303487727,0.035034979663188
0.00378261814091773,0.0038120335780263
0.00271503222816967,0.00293615394691765
0.00255327241006517,0.00261216385397241
0.00252744930710785,0.00258860966543819
0.00228705050228452,0.0024694128856876
0.00226814902508629,0.00242099153240981
0.00225621364236636,0.00234232790189589
0.00219968179516948,0.00227178344038337
0.00209695016631296,0.00210287897892388
0.00207894203863405,0.00226296265987753
0.00205506690888642,0.00229261859017151
0.00203666393889616,0.00220513038163281
0.00202272093972451,0.00230789947788026
0.00201295802241377,0.00277189465889307
0.00193186438447423,0.0019462014284241
0.00191128229207514,0.00215281211442149
0.00184621233881695,0.00217186555753344
0.00180897761180177,0.00189747200242849
0.00180313615681124,0.00247929425441998
0.00174568038311715,0.00182439030911699
0.00169446156639801,0.00177002824836216
0.00162237480256567,0.00171236678313963
0.00161623018162638,0.00170425936993172
0.00160380796855485,0.00194262708721978
0.00158145502623377,0.00170660481658761
0.00158113883008419,0.00164638999025139
0.00157305435379709,0.00168505192798323
0.00153264477293337,0.00154055184917613
0.0015297712247261,0.00221686715885279
0.0015220052562327,0.00194982050455932
0.00150894002531578,0.00169248338248858
0.00147248089970635,0.0021609257275529
0.00143171226159449,0.00156952222029509
0.00140014284985496,0.00144754965372521
0.00135247920501572,0.00157470632182639
0.00134614263731595,0.0014455448799674
0.00128576825283563,0.00151433153569485
0.00123490890352284,0.00145416642788918
0.00120830459735947,0.00136780846612383
0.00118016947935454,0.00131821849478758
0.00117324336776306,0.00119205704561484
0.00115312618563622,0.00164538749235551
0.00113547346952715,0.00114017542509914
0.00109658560997307,0.00117889779031092
0.00102859126964991,0.00141354165131419
0.000996393496566498,0.001018675610781
0.000985088828481988,0.00125207827231367
0.000884590300647698,0.000923146792227528
0.000676239602507874,0.00076059187479226
